continent,country,income,life_exp,population,year,alpha_2,alpha_3
asia,Kuwait,1105.0,26.0,81280.0,1802,KW,KWT
asia,Kiribati,552.0,24.9,17876.0,1802,KI,KIR
europe,Ireland,1447.0,38.3,4154147.0,1802,IE,IRL
africa,Central African Republic,424.0,30.0,479444.0,1802,CF,CAF
asia,India,1052.0,25.0,169240360.0,1802,IN,IND
americas,Haiti,634.0,29.0,723000.0,1802,HT,HTI
africa,Sierra Leone,734.0,25.1,794264.0,1802,SL,SLE
americas,Mexico,1379.0,26.9,6221089.0,1802,MX,MEX
americas,Peru,1204.0,35.7,1314436.0,1802,PE,PER
africa,Seychelles,798.0,37.0,12522.0,1802,SC,SYC
europe,Iceland,927.0,27.62,61428.0,1802,IS,ISL
africa,Mozambique,391.0,30.28,1993408.0,1802,MZ,MOZ
asia,Iraq,970.0,31.2,1078517.0,1802,IQ,IRQ
asia,Israel,880.0,32.0,209954.0,1802,IL,ISR
europe,Italy,2268.0,29.69,18953419.0,1802,IT,ITA
americas,Jamaica,1171.0,34.2,401000.0,1802,JM,JAM
asia,Japan,1053.0,36.4,30364211.0,1802,JP,JPN
asia,Jordan,977.0,31.7,217000.0,1802,JO,JOR
asia,Kazakhstan,1142.0,26.2,2041282.0,1802,KZ,KAZ
africa,Kenya,859.0,25.5,2574000.0,1802,KE,KEN
asia,Bangladesh,876.0,25.5,19303259.0,1802,BD,BGD
africa,Somalia,695.0,29.4,992336.0,1802,SO,SOM
europe,Spain,1518.0,29.5,11613057.0,1802,ES,ESP
americas,Panama,847.0,32.9,78842.0,1802,PA,PAN
europe,Belgium,2413.0,40.02,3166538.0,1802,BE,BEL
asia,Pakistan,1021.0,25.8,13175440.0,1802,PK,PAK
americas,Colombia,963.0,32.0,1206000.0,1802,CO,COL
europe,Latvia,753.0,33.0,590588.0,1802,LV,LVA
africa,Lesotho,394.0,32.8,276361.0,1802,LS,LSO
africa,Libya,1050.0,33.1,532121.0,1802,LY,LBY
europe,Turkey,1222.0,35.0,9803103.0,1802,TR,TUR
europe,Lithuania,1273.0,28.9,778655.0,1802,LT,LTU
asia,Maldives,843.0,32.65,42378.0,1802,MV,MDV
asia,Sri Lanka,898.0,32.6,1213000.0,1802,LK,LKA
africa,Mali,603.0,26.41,1403398.0,1802,ML,MLI
europe,Hungary,1250.0,36.0,3559579.0,1802,HU,HUN
europe,Malta,782.0,28.7,134072.0,1802,MT,MLT
africa,Mauritania,528.0,32.0,382696.0,1802,MR,MRT
asia,Fiji,785.0,26.1,130959.0,1802,FJ,FJI
europe,Ukraine,765.0,36.6,11215490.0,1802,UA,UKR
africa,Niger,446.0,30.8,1244861.0,1802,NE,NER
asia,Mongolia,592.0,31.8,619000.0,1802,MN,MNG
europe,Montenegro,1058.0,35.4,126582.0,1802,ME,MNE
africa,Morocco,715.0,33.1,2521203.0,1802,MA,MAR
africa,Uganda,464.0,25.3,2101397.0,1802,UG,UGA
africa,Namibia,540.0,32.4,229000.0,1802,NA,NAM
asia,Lebanon,1083.0,29.7,332000.0,1802,LB,LBN
asia,Nepal,654.0,32.8,3881000.0,1802,NP,NPL
africa,Nigeria,854.0,30.4,12100855.0,1802,NG,NGA
asia,Oman,916.0,32.3,318000.0,1802,OM,OMN
europe,Norway,1282.0,38.37,878216.0,1802,NO,NOR
asia,Australia,818.0,34.05,349274.0,1802,AU,AUS
americas,Aruba,833.0,34.42,19286.0,1802,AW,ABW
asia,Papua New Guinea,546.0,31.5,754894.0,1802,PG,PNG
asia,Philippines,962.0,30.9,1894389.0,1802,PH,PHL
africa,Zimbabwe,872.0,33.7,1085814.0,1803,ZW,ZWE
asia,Vanuatu,586.0,24.3,27791.0,1803,VU,VUT
americas,Uruguay,1759.0,32.9,55000.0,1803,UY,URY
americas,United States,2167.0,39.41,7204537.0,1803,US,USA
europe,United Kingdom,3339.0,37.32,12802656.0,1803,GB,GBR
asia,United Arab Emirates,1009.0,30.7,40153.0,1803,AE,ARE
asia,Turkmenistan,946.0,24.0,367215.0,1803,TM,TKM
africa,Tunisia,716.0,28.8,863962.0,1803,TN,TUN
asia,Timor-Leste,524.0,28.95,137262.0,1803,TL,TLS
asia,Thailand,932.0,30.4,4665000.0,1803,TH,THA
asia,Tajikistan,557.0,24.24,466629.0,1803,TJ,TJK
africa,Togo,683.0,31.3,445985.0,1803,TG,TGO
europe,Switzerland,2702.0,38.0,1849196.0,1803,CH,CHE
americas,Suriname,1637.0,32.9,80721.0,1803,SR,SUR
africa,Sudan,518.0,31.4,4010017.0,1803,SD,SDN
africa,South Africa,1480.0,33.5,1456693.0,1803,ZA,ZAF
africa,Zambia,668.0,32.6,747000.0,1803,ZM,ZMB
asia,Singapore,1022.0,29.1,30000.0,1803,SG,SGP
europe,Serbia,1358.0,35.5,2147197.0,1803,RS,SRB
africa,Senegal,497.0,25.2,1009886.0,1803,SN,SEN
asia,Saudi Arabia,847.0,32.1,2091000.0,1803,SA,SAU
africa,Sao Tome and Principe,855.0,31.0,22731.0,1803,ST,STP
asia,Tonga,663.0,28.2,18647.0,1803,TO,TON
africa,Rwanda,433.0,31.8,928368.0,1803,RW,RWA
europe,Romania,816.0,35.7,5593772.0,1803,RO,ROU
asia,Qatar,1110.0,30.8,14092.0,1803,QA,QAT
americas,Puerto Rico,1376.0,30.43,166396.0,1803,PR,PRI
europe,Greenland,393.0,33.87,9584.0,1803,GL,GRL
europe,Greece,1378.0,36.6,2174549.0,1803,GR,GRC
europe,Bosnia and Herzegovina,669.0,35.1,851806.0,1803,BA,BIH
asia,Samoa,1401.0,25.4,47276.0,1803,WS,WSM
europe,Germany,1674.0,38.37,23178868.0,1803,DE,DEU
asia,Uzbekistan,502.0,26.93,1919159.0,1803,UZ,UZB
africa,Burkina Faso,480.0,29.2,1665421.0,1803,BF,BFA
europe,France,1813.0,30.64,29631844.0,1803,FR,FRA
europe,Spain,1518.0,29.5,11645070.0,1803,ES,ESP
americas,Dominican Republic,667.0,29.9,89000.0,1803,DO,DOM
asia,Cambodia,904.0,35.0,2090000.0,1803,KH,KHM
europe,Denmark,2024.0,44.84,1075900.0,1803,DK,DNK
americas,Cuba,895.0,32.58,377236.0,1803,CU,CUB
europe,Slovenia,1409.0,36.6,469664.0,1803,SI,SVN
asia,Sri Lanka,898.0,32.6,1213000.0,1803,LK,LKA
europe,Cyprus,854.0,38.5,184451.0,1803,CY,CYP
africa,Malawi,350.0,30.3,737000.0,1803,MW,MWI
europe,Finland,1251.0,28.53,1004229.0,1803,FI,FIN
europe,Georgia,543.0,31.87,1072178.0,1803,GE,GEO
americas,Costa Rica,775.0,30.21,53973.0,1803,CR,CRI
asia,China,985.0,32.0,329946461.0,1803,CN,CHN
africa,Chad,418.0,30.9,1432000.0,1803,TD,TCD
asia,Myanmar,840.0,30.8,3506000.0,1803,MM,MMR
africa,Liberia,797.0,31.1,313543.0,1803,LR,LBR
americas,Barbados,914.0,32.12,81729.0,1803,BB,BRB
africa,South Sudan,507.0,26.67,1031459.0,1803,SS,SSD
africa,Djibouti,759.0,29.9,22848.0,1803,DJ,DJI
europe,Estonia,941.0,34.82,334136.0,1803,EE,EST
africa,Gambia,814.0,28.8,103274.0,1803,GM,GMB
africa,Comoros,698.0,32.1,56346.0,1803,KM,COM
europe,Azerbaijan,775.0,29.17,879960.0,1803,AZ,AZE
europe,Poland,1227.0,35.9,9641009.0,1803,PL,POL
americas,Nicaragua,974.0,25.4,219387.0,1803,NI,NIC
europe,Portugal,1685.0,35.6,3071600.0,1803,PT,PRT
americas,Argentina,1508.0,33.2,534000.0,1803,AR,ARG
africa,Gabon,390.0,30.6,158227.0,1803,GA,GAB
africa,Ghana,698.0,28.0,2016034.0,1803,GH,GHA
africa,Eritrea,532.0,30.2,205010.0,1803,ER,ERI
africa,Lesotho,394.0,32.8,276361.0,1803,LS,LSO
europe,Armenia,514.0,34.0,413326.0,1803,AM,ARM
asia,Fiji,785.0,26.1,131172.0,1803,FJ,FJI
americas,Trinidad and Tobago,1231.0,32.9,60000.0,1803,TT,TTO
americas,Brazil,1109.0,32.0,3758222.0,1803,BR,BRA
asia,Afghanistan,603.0,28.18,3280000.0,1803,AF,AFG
europe,Austria,1870.0,34.4,3229584.0,1803,AT,AUT
europe,Sweden,1453.0,40.28,2376420.0,1803,SE,SWE
asia,Solomon Islands,363.0,25.1,56998.0,1803,SB,SLB
africa,Botswana,397.0,33.6,121000.0,1803,BW,BWA
americas,El Salvador,975.0,28.7,248000.0,1803,SV,SLV
africa,Guinea,450.0,29.53,983959.0,1803,GN,GIN
africa,Angola,626.0,26.98,1567028.0,1803,AO,AGO
africa,Central African Republic,424.0,30.0,479444.0,1803,CF,CAF
europe,Luxembourg,1453.0,36.9,127030.0,1803,LU,LUX
americas,Antigua and Barbuda,757.0,33.54,37000.0,1803,AG,ATG
africa,Cameroon,626.0,28.75,1860054.0,1803,CM,CMR
americas,Ecuador,529.0,32.9,500000.0,1803,EC,ECU
asia,Bahrain,1251.0,30.3,64474.0,1803,BH,BHR
africa,Algeria,718.0,28.82,2530245.0,1803,DZ,DZA
europe,Belarus,609.0,36.2,2355081.0,1803,BY,BLR
americas,Belize,579.0,26.5,25526.0,1803,BZ,BLZ
americas,Paraguay,835.0,35.5,143000.0,1803,PY,PRY
africa,Madagascar,573.0,30.5,1563348.0,1803,MG,MDG
europe,Belgium,2413.0,40.02,3180835.0,1803,BE,BEL
africa,Ethiopia,523.0,29.7,2948990.0,1803,ET,ETH
americas,Guyana,1215.0,31.12,166034.0,1803,GY,GUY
africa,Benin,597.0,31.0,636559.0,1803,BJ,BEN
americas,Bahamas,1446.0,35.18,27350.0,1803,BS,BHS
asia,Bhutan,630.0,28.8,89989.0,1803,BT,BTN
africa,Equatorial Guinea,357.0,29.8,80377.0,1803,GQ,GNQ
africa,Somalia,696.0,29.4,992760.0,1803,SO,SOM
europe,Netherlands,4297.0,39.86,2266124.0,1803,NL,NLD
africa,Sierra Leone,734.0,25.1,794264.0,1803,SL,SLE
asia,Indonesia,995.0,30.0,16235371.0,1803,ID,IDN
americas,Canada,1339.0,39.0,668621.0,1803,CA,CAN
asia,New Zealand,659.0,34.05,100000.0,1803,NZ,NZL
americas,Grenada,959.0,31.4,29409.0,1803,GD,GRD
americas,Chile,1027.0,32.0,771447.0,1803,CL,CHL
asia,Maldives,843.0,32.65,42378.0,1803,MV,MDV
americas,Aruba,833.0,34.42,19286.0,1803,AW,ABW
europe,Bulgaria,1089.0,35.93,2020377.0,1803,BG,BGR
africa,Burundi,419.0,31.5,899097.0,1803,BI,BDI
africa,Egypt,791.0,33.0,4236051.0,1803,EG,EGY
africa,Mauritius,940.0,28.7,66983.0,1803,MU,MUS
asia,Yemen,884.0,23.39,2593000.0,1803,YE,YEM
americas,Guatemala,857.0,25.8,477189.0,1803,GT,GTM
asia,Bangladesh,876.0,25.5,19341322.0,1803,BD,BGD
africa,Guinea-Bissau,777.0,32.0,218167.0,1803,GW,GNB
asia,Kuwait,1110.0,26.0,81280.0,1803,KW,KWT
asia,Kiribati,552.0,24.9,17876.0,1803,KI,KIR
europe,Ireland,1448.0,38.3,4199581.0,1803,IE,IRL
asia,India,1052.0,24.0,169574075.0,1803,IN,IND
americas,Haiti,634.0,29.0,723000.0,1803,HT,HTI
americas,Honduras,675.0,33.9,130517.0,1803,HN,HND
americas,Mexico,1380.0,26.9,6240873.0,1803,MX,MEX
americas,Peru,1204.0,35.7,1314578.0,1803,PE,PER
africa,Seychelles,801.0,37.0,12522.0,1803,SC,SYC
europe,Iceland,927.0,19.6,61428.0,1803,IS,ISL
europe,Albania,668.0,35.4,414323.0,1803,AL,ALB
africa,Mozambique,391.0,30.28,1998974.0,1803,MZ,MOZ
asia,Iraq,970.0,31.2,1079317.0,1803,IQ,IRQ
asia,Israel,880.0,32.0,209954.0,1803,IL,ISR
europe,Italy,2333.0,29.69,19019353.0,1803,IT,ITA
americas,Jamaica,1171.0,34.2,401000.0,1803,JM,JAM
asia,Japan,1054.0,36.4,30399188.0,1803,JP,JPN
asia,Jordan,977.0,31.7,217000.0,1803,JO,JOR
asia,Kazakhstan,1144.0,26.2,2041282.0,1803,KZ,KAZ
africa,Kenya,862.0,25.5,2574000.0,1803,KE,KEN
americas,Panama,847.0,32.9,78842.0,1803,PA,PAN
asia,Pakistan,1021.0,25.8,13201420.0,1803,PK,PAK
americas,Colombia,963.0,32.0,1206000.0,1803,CO,COL
europe,Latvia,754.0,33.0,590588.0,1803,LV,LVA
africa,Libya,1050.0,33.1,532446.0,1803,LY,LBY
europe,Turkey,1222.0,35.0,9817960.0,1803,TR,TUR
europe,Lithuania,1274.0,28.9,778655.0,1803,LT,LTU
africa,Mali,603.0,26.41,1403398.0,1803,ML,MLI
europe,Hungary,1250.0,36.0,3589865.0,1803,HU,HUN
europe,Malta,782.0,28.7,134072.0,1803,MT,MLT
africa,Mauritania,528.0,32.0,382696.0,1803,MR,MRT
europe,Ukraine,766.0,36.6,11215490.0,1803,UA,UKR
africa,Niger,446.0,30.8,1244861.0,1803,NE,NER
asia,Mongolia,592.0,31.8,619000.0,1803,MN,MNG
europe,Montenegro,1058.0,35.4,126582.0,1803,ME,MNE
africa,Morocco,715.0,33.1,2530245.0,1803,MA,MAR
africa,Uganda,464.0,25.3,2101397.0,1803,UG,UGA
africa,Namibia,540.0,32.4,229000.0,1803,NA,NAM
asia,Lebanon,1084.0,29.7,332000.0,1803,LB,LBN
asia,Nepal,654.0,32.8,3881000.0,1803,NP,NPL
africa,Nigeria,856.0,30.4,12100855.0,1803,NG,NGA
asia,Oman,916.0,32.3,318000.0,1803,OM,OMN
europe,Norway,1284.0,38.72,883080.0,1803,NO,NOR
asia,Australia,820.0,34.05,348407.0,1803,AU,AUS
asia,Papua New Guinea,546.0,31.5,754894.0,1803,PG,PNG
asia,Malaysia,998.0,30.6,287000.0,1803,MY,MYS
asia,Philippines,963.0,30.9,1894389.0,1803,PH,PHL
africa,Zimbabwe,873.0,33.7,1085814.0,1804,ZW,ZWE
asia,Vanuatu,586.0,24.3,27791.0,1804,VU,VUT
americas,Uruguay,1759.0,32.9,55000.0,1804,UY,URY
americas,United States,2166.0,39.41,7343995.0,1804,US,USA
europe,United Kingdom,3291.0,41.44,12965089.0,1804,GB,GBR
asia,United Arab Emirates,1013.0,30.7,40153.0,1804,AE,ARE
asia,Turkmenistan,947.0,24.0,367215.0,1804,TM,TKM
africa,Tunisia,716.0,28.8,864607.0,1804,TN,TUN
asia,Timor-Leste,525.0,28.95,137262.0,1804,TL,TLS
asia,Thailand,932.0,30.4,4665000.0,1804,TH,THA
asia,Tajikistan,557.0,24.24,466629.0,1804,TJ,TJK
africa,Togo,683.0,31.3,445985.0,1804,TG,TGO
europe,Switzerland,2703.0,38.0,1856976.0,1804,CH,CHE
americas,Suriname,1637.0,32.9,80721.0,1804,SR,SUR
africa,Sudan,519.0,31.4,4015320.0,1804,SD,SDN
africa,South Africa,1481.0,33.5,1462023.0,1804,ZA,ZAF
africa,Zambia,670.0,32.6,747000.0,1804,ZM,ZMB
asia,Singapore,1022.0,29.1,30000.0,1804,SG,SGP
europe,Serbia,1359.0,35.5,2147197.0,1804,RS,SRB
africa,Senegal,497.0,25.2,1009886.0,1804,SN,SEN
africa,Sao Tome and Principe,857.0,31.0,22731.0,1804,ST,STP
asia,Tonga,663.0,28.2,18643.0,1804,TO,TON
africa,Rwanda,433.0,31.8,928368.0,1804,RW,RWA
europe,Romania,816.0,35.7,5637681.0,1804,RO,ROU
asia,Qatar,1114.0,30.8,14092.0,1804,QA,QAT
americas,Puerto Rico,1376.0,30.43,170378.0,1804,PR,PRI
europe,Greenland,394.0,33.87,9584.0,1804,GL,GRL
europe,Bosnia and Herzegovina,669.0,35.1,851806.0,1804,BA,BIH
asia,Samoa,1401.0,25.4,47268.0,1804,WS,WSM
europe,Germany,1686.0,38.37,23277009.0,1804,DE,DEU
asia,Uzbekistan,503.0,26.93,1919159.0,1804,UZ,UZB
europe,Finland,1253.0,35.91,1013244.0,1804,FI,FIN
americas,El Salvador,975.0,28.7,248000.0,1804,SV,SLV
asia,Cambodia,904.0,35.0,2090000.0,1804,KH,KHM
europe,France,1817.0,29.38,29724666.0,1804,FR,FRA
asia,Myanmar,841.0,30.8,3506000.0,1804,MM,MMR
europe,Greece,1381.0,36.6,2182403.0,1804,GR,GRC
europe,Denmark,2028.0,42.83,1080399.0,1804,DK,DNK
americas,Cuba,905.0,32.7,388621.0,1804,CU,CUB
europe,Slovenia,1409.0,36.6,469664.0,1804,SI,SVN
asia,Sri Lanka,899.0,32.6,1213000.0,1804,LK,LKA
europe,Cyprus,854.0,38.5,184471.0,1804,CY,CYP
africa,Malawi,350.0,30.3,737000.0,1804,MW,MWI
europe,Georgia,543.0,31.87,1072178.0,1804,GE,GEO
americas,Costa Rica,775.0,30.21,54466.0,1804,CR,CRI
africa,Madagascar,573.0,30.5,1570144.0,1804,MG,MDG
africa,Chad,418.0,30.9,1432000.0,1804,TD,TCD
africa,Liberia,797.0,31.1,313543.0,1804,LR,LBR
americas,Belize,579.0,26.5,25526.0,1804,BZ,BLZ
asia,Israel,880.0,32.0,209954.0,1804,IL,ISR
europe,Ireland,1448.0,38.3,4245511.0,1804,IE,IRL
americas,Barbados,914.0,32.12,81729.0,1804,BB,BRB
africa,South Sudan,508.0,26.67,1032822.0,1804,SS,SSD
europe,Albania,668.0,35.4,415623.0,1804,AL,ALB
americas,Bahamas,1446.0,35.18,27350.0,1804,BS,BHS
africa,Comoros,699.0,32.1,56346.0,1804,KM,COM
europe,Azerbaijan,775.0,29.17,879960.0,1804,AZ,AZE
europe,Poland,1231.0,35.9,9685503.0,1804,PL,POL
americas,Nicaragua,974.0,25.4,219387.0,1804,NI,NIC
europe,Portugal,1686.0,35.6,3084422.0,1804,PT,PRT
africa,Gabon,390.0,30.6,158227.0,1804,GA,GAB
africa,Ghana,698.0,28.0,2016034.0,1804,GH,GHA
africa,Lesotho,394.0,32.8,276361.0,1804,LS,LSO
asia,Pakistan,1021.0,25.8,13227451.0,1804,PK,PAK
asia,Saudi Arabia,848.0,32.1,2091000.0,1804,SA,SAU
americas,Trinidad and Tobago,1231.0,32.9,60000.0,1804,TT,TTO
americas,Brazil,1109.0,32.0,3798603.0,1804,BR,BRA
africa,Central African Republic,424.0,30.0,479444.0,1804,CF,CAF
europe,Austria,1878.0,34.4,3237622.0,1804,AT,AUT
asia,Bahrain,1256.0,30.3,64474.0,1804,BH,BHR
europe,Sweden,1358.0,39.7,2393815.0,1804,SE,SWE
asia,Fiji,785.0,26.1,131386.0,1804,FJ,FJI
africa,Sierra Leone,734.0,25.1,794264.0,1804,SL,SLE
africa,Angola,628.0,26.98,1567028.0,1804,AO,AGO
europe,Luxembourg,1454.0,36.9,127030.0,1804,LU,LUX
americas,Ecuador,530.0,32.9,500000.0,1804,EC,ECU
asia,Afghanistan,603.0,28.17,3280000.0,1804,AF,AFG
africa,Eritrea,532.0,30.2,205010.0,1804,ER,ERI
africa,Cameroon,626.0,28.75,1860054.0,1804,CM,CMR
asia,Solomon Islands,363.0,25.1,56998.0,1804,SB,SLB
africa,Burkina Faso,480.0,29.2,1665421.0,1804,BF,BFA
africa,Algeria,719.0,28.82,2539318.0,1804,DZ,DZA
africa,Djibouti,762.0,29.9,22848.0,1804,DJ,DJI
americas,Argentina,1508.0,33.2,534000.0,1804,AR,ARG
europe,Belarus,609.0,36.2,2355081.0,1804,BY,BLR
africa,Botswana,397.0,33.6,121000.0,1804,BW,BWA
europe,Armenia,514.0,34.0,413326.0,1804,AM,ARM
europe,Estonia,942.0,34.37,334136.0,1804,EE,EST
americas,Grenada,959.0,31.4,29409.0,1804,GD,GRD
americas,Paraguay,836.0,35.5,143000.0,1804,PY,PRY
africa,Ethiopia,523.0,29.7,2948990.0,1804,ET,ETH
africa,Guinea,450.0,29.54,983959.0,1804,GN,GIN
americas,Guyana,1215.0,31.12,166034.0,1804,GY,GUY
africa,Benin,597.0,31.0,636559.0,1804,BJ,BEN
americas,Dominican Republic,667.0,29.9,89000.0,1804,DO,DOM
africa,Uganda,464.0,25.3,2101397.0,1804,UG,UGA
asia,Indonesia,995.0,30.0,16277868.0,1804,ID,IDN
asia,Bhutan,630.0,28.8,89989.0,1804,BT,BTN
africa,Mauritius,941.0,28.7,68415.0,1804,MU,MUS
africa,Equatorial Guinea,357.0,29.8,80377.0,1804,GQ,GNQ
europe,Lithuania,1276.0,28.9,778655.0,1804,LT,LTU
africa,Gambia,815.0,28.8,103274.0,1804,GM,GMB
africa,Somalia,696.0,29.4,993184.0,1804,SO,SOM
europe,Netherlands,4502.0,39.86,2270004.0,1804,NL,NLD
americas,Canada,1347.0,39.01,676502.0,1804,CA,CAN
asia,New Zealand,659.0,34.05,100000.0,1804,NZ,NZL
americas,Chile,1027.0,32.0,771447.0,1804,CL,CHL
americas,Aruba,833.0,34.42,19286.0,1804,AW,ABW
europe,Bulgaria,1090.0,35.98,2029817.0,1804,BG,BGR
asia,China,985.0,32.0,332750607.0,1804,CN,CHN
africa,Egypt,791.0,33.0,4233566.0,1804,EG,EGY
africa,Burundi,420.0,31.5,899097.0,1804,BI,BDI
asia,Yemen,887.0,23.39,2593000.0,1804,YE,YEM
americas,Guatemala,858.0,25.8,483423.0,1804,GT,GTM
asia,Bangladesh,876.0,25.5,19379460.0,1804,BD,BGD
africa,Guinea-Bissau,778.0,32.0,218167.0,1804,GW,GNB
asia,Kiribati,553.0,24.9,17876.0,1804,KI,KIR
asia,India,1052.0,23.5,169908450.0,1804,IN,IND
americas,Haiti,634.0,29.0,723000.0,1804,HT,HTI
americas,Honduras,675.0,33.9,130777.0,1804,HN,HND
americas,Mexico,1380.0,26.9,6260720.0,1804,MX,MEX
europe,Malta,782.0,28.7,134072.0,1804,MT,MLT
africa,Mali,603.0,26.41,1403398.0,1804,ML,MLI
americas,Peru,1205.0,35.7,1314721.0,1804,PE,PER
africa,Seychelles,804.0,37.0,12522.0,1804,SC,SYC
europe,Iceland,927.0,24.76,61428.0,1804,IS,ISL
africa,Mozambique,391.0,30.28,2004555.0,1804,MZ,MOZ
asia,Iraq,970.0,31.2,1080117.0,1804,IQ,IRQ
europe,Italy,2433.0,29.69,19085518.0,1804,IT,ITA
americas,Jamaica,1171.0,34.2,401000.0,1804,JM,JAM
asia,Japan,1056.0,36.4,30434206.0,1804,JP,JPN
asia,Jordan,977.0,31.7,217000.0,1804,JO,JOR
asia,Kazakhstan,1145.0,26.2,2041282.0,1804,KZ,KAZ
africa,Kenya,864.0,25.5,2574000.0,1804,KE,KEN
asia,Kuwait,1114.0,26.0,81280.0,1804,KW,KWT
europe,Spain,1519.0,29.5,11677172.0,1804,ES,ESP
americas,Panama,848.0,32.9,78842.0,1804,PA,PAN
europe,Belgium,2414.0,40.03,3195197.0,1804,BE,BEL
americas,Colombia,963.0,32.0,1206000.0,1804,CO,COL
europe,Latvia,754.0,33.0,590588.0,1804,LV,LVA
africa,Libya,1050.0,33.1,532771.0,1804,LY,LBY
europe,Turkey,1222.0,35.0,9832839.0,1804,TR,TUR
asia,Maldives,843.0,32.65,42378.0,1804,MV,MDV
europe,Hungary,1250.0,36.0,3620408.0,1804,HU,HUN
africa,Mauritania,528.0,32.0,382696.0,1804,MR,MRT
europe,Ukraine,767.0,36.6,11215490.0,1804,UA,UKR
africa,Niger,446.0,30.8,1244861.0,1804,NE,NER
asia,Mongolia,592.0,31.8,619000.0,1804,MN,MNG
americas,Antigua and Barbuda,757.0,33.54,37000.0,1804,AG,ATG
europe,Montenegro,1058.0,35.4,126582.0,1804,ME,MNE
africa,Morocco,715.0,33.1,2539318.0,1804,MA,MAR
africa,Namibia,540.0,32.4,229000.0,1804,NA,NAM
asia,Lebanon,1085.0,29.7,332000.0,1804,LB,LBN
asia,Nepal,655.0,32.8,3881000.0,1804,NP,NPL
africa,Nigeria,857.0,30.4,12100855.0,1804,NG,NGA
asia,Oman,916.0,32.3,318000.0,1804,OM,OMN
europe,Norway,1286.0,40.52,887970.0,1804,NO,NOR
asia,Australia,822.0,34.05,347543.0,1804,AU,AUS
asia,Papua New Guinea,547.0,31.5,754894.0,1804,PG,PNG
asia,Malaysia,998.0,30.6,287000.0,1804,MY,MYS
asia,Philippines,963.0,30.9,1894389.0,1804,PH,PHL
africa,Zimbabwe,874.0,33.7,1085814.0,1805,ZW,ZWE
asia,Vanuatu,586.0,24.3,27791.0,1805,VU,VUT
americas,Uruguay,1759.0,32.9,55000.0,1805,UY,URY
americas,United States,2211.0,39.41,7486152.0,1805,US,USA
europe,United Kingdom,3439.0,42.32,13129582.0,1805,GB,GBR
africa,Tunisia,716.0,28.8,865253.0,1805,TN,TUN
americas,Trinidad and Tobago,1231.0,32.9,60000.0,1805,TT,TTO
asia,Tonga,663.0,28.2,18640.0,1805,TO,TON
asia,Timor-Leste,526.0,28.95,137262.0,1805,TL,TLS
asia,Thailand,932.0,30.4,4665000.0,1805,TH,THA
asia,Tajikistan,557.0,24.24,466629.0,1805,TJ,TJK
africa,Togo,683.0,31.3,445985.0,1805,TG,TGO
europe,Switzerland,2703.0,38.0,1864788.0,1805,CH,CHE
europe,Sweden,1446.0,41.05,2410798.0,1805,SE,SWE
africa,Sudan,519.0,31.4,4020628.0,1805,SD,SDN
asia,Sri Lanka,899.0,32.6,1213000.0,1805,LK,LKA
africa,Zambia,671.0,32.6,747000.0,1805,ZM,ZMB
asia,Singapore,1022.0,29.1,30000.0,1805,SG,SGP
europe,Serbia,1359.0,35.5,2147197.0,1805,RS,SRB
africa,Sao Tome and Principe,858.0,31.0,22731.0,1805,ST,STP
africa,Rwanda,434.0,31.8,928368.0,1805,RW,RWA
europe,Romania,816.0,35.7,5681935.0,1805,RO,ROU
asia,Qatar,1118.0,30.8,14092.0,1805,QA,QAT
americas,Puerto Rico,1376.0,30.43,174456.0,1805,PR,PRI
asia,Samoa,1401.0,25.4,47260.0,1805,WS,WSM
europe,Germany,1698.0,38.37,23375566.0,1805,DE,DEU
asia,Uzbekistan,503.0,26.93,1919159.0,1805,UZ,UZB
europe,Finland,1255.0,39.8,1022340.0,1805,FI,FIN
americas,Canada,1356.0,39.01,684475.0,1805,CA,CAN
africa,Equatorial Guinea,358.0,29.8,80377.0,1805,GQ,GNQ
americas,El Salvador,975.0,28.7,248000.0,1805,SV,SLV
europe,France,1821.0,34.88,29817780.0,1805,FR,FRA
europe,Greece,1383.0,36.6,2190286.0,1805,GR,GRC
europe,Denmark,2032.0,43.02,1084917.0,1805,DK,DNK
americas,Cuba,916.0,32.86,400349.0,1805,CU,CUB
europe,Bosnia and Herzegovina,669.0,35.1,851806.0,1805,BA,BIH
europe,Slovenia,1410.0,36.6,469664.0,1805,SI,SVN
europe,Cyprus,854.0,38.5,184491.0,1805,CY,CYP
africa,Malawi,350.0,30.3,737000.0,1805,MW,MWI
africa,Comoros,700.0,32.1,56346.0,1805,KM,COM
americas,Costa Rica,776.0,30.21,54964.0,1805,CR,CRI
asia,Cambodia,904.0,35.0,2090000.0,1805,KH,KHM
asia,China,985.0,32.0,335578585.0,1805,CN,CHN
americas,Chile,1027.0,32.0,771447.0,1805,CL,CHL
africa,Chad,418.0,30.9,1432000.0,1805,TD,TCD
europe,Albania,668.0,35.4,416928.0,1805,AL,ALB
africa,Liberia,797.0,31.1,313543.0,1805,LR,LBR
africa,Djibouti,764.0,29.9,22848.0,1805,DJ,DJI
americas,Belize,579.0,26.5,25526.0,1805,BZ,BLZ
asia,Israel,880.0,32.0,209954.0,1805,IL,ISR
europe,Greenland,394.0,33.87,9584.0,1805,GL,GRL
americas,Barbados,914.0,32.12,81729.0,1805,BB,BRB
africa,South Sudan,508.0,26.67,1034188.0,1805,SS,SSD
